index,url,type
1585,acacacukserver.000webhostapp.com,phishing
1586,ukmysteryshopperjobs.com/home.php,benign
1587,flixster.com/actor/leland-l-jones,benign
1588,en.wikipedia.org/wiki/Howie_Morenz_Memorial_Game,benign
1589,http://www.ninopizzaria.com.br/index.php?option=com_content&view=category&id=43&Itemid=63,defacement
1590,http://www.autoursdurock.info/index.php?option=com_content&view=article&id=117&Itemid=236,defacement
1591,mademan.com/chickipedia/betty-grable/,benign
1592,interceder.net/topic/Kaizer-Chiefs,benign
1593,smolmaw5.beget.tech,phishing
1594,docstoc.com/docs/62494868/Winslow-Information,benign
1595,amazon.com/Man-Who-Cried-Salvatore-Licitra/dp/B00005J9XR,benign
1596,http://mylust.com/videos/174352/just-a-blonde-busty-girlfriend-wants-to-show-off-her-skills/,benign
1597,thetexashillcountry.blogspot.com/,benign
1598,http://www.twalogisticsltd.co.uk/downloads/15-about-twa.html,defacement
1599,http://www.spbshkaf.ru/catalog/item/spalnya3,defacement
1600,discogs.com/artist/Impellitteri,benign
1601,goliath.ecnext.com/coms2/product-compint-0000566623-page.html,benign
1602,discoverourtown.com/MO/Kansas-City/Attractions/elmwood-historic-cemetery/88075.html,benign
1603,http://www.newbody.pl/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5uZXdib2R5LnBsL2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTc1JTNBbmF1Y3p5Y2llbCZJdGVtaWQ9NzMmbGFuZz,defacement
1604,http://escritoriodealuguel.com.br/fale-conosco.1,defacement
1605,fanpix.net/gallery/joanne-kelly-pictures.htm,benign
1606,guardian.co.uk/culture/2009/sep/30/british-actors-invade-american-television,benign
1607,generasia.com/wiki/Ohno_Satoshi?title=Ohno_Satoshi,benign
1608,nsbaoan.com,phishing
1609,fandango.com/danielkash/filmography/p36994,benign
1610,capsbicycleshop.com/,benign
1611,city-data.com/school/pembroke-hill-school-nh.html,benign
1612,http://netvanduc.vn/components/com_contact/views/contact/frm.htm,phishing
1613,http://searchengineland.com/flickr-testing-improved-search-experience-photos-218517,benign
1614,amazon.com/Damn-Fool-Big-Scoob/dp/B004SC8XUK,benign
1615,http://gbcmonroe.org/index.php?option=com_jevents&task=week.listevents&year=2013&month=02&day=3&Itemid=67,defacement
1616,reunion.com/clarencerousseau/,benign
1617,temescalcreekmedicine.com/Bios.aspx,benign
1618,shortletnigeria.ng,phishing
1619,helloneighbour.com/save/xtreme-fitness-center-fitness-centres-west-island,benign
1620,chiff.com/travel/guides/S-America.htm,benign
1621,morinyog.usa.cc,phishing
1622,panthers.com/team/coaches/ron-rivera/848931a2-11cf-4e45-84db-f5745b09e275,benign
1623,newswire.ca/en/story/246959/lufthansa-flight-training-purchases-five-flight-training-devices-from-mechtronix,benign
1624,nairobicbd.kbay.co.ke/,benign
1625,open-site.org/Science/Aerospace/Space_Flight/Astronauts/C/Chamitoff%2C_Gregory,benign
1626,http://www.trekking.ch/de/bungy/007-bungy-jumping-verzasca-wie-james-bond,defacement
1627,spoke.com/info/p7JP1Kr/MichaelPrupas,benign
1628,mindstrokes.com/applications.htm,benign
1629,http://www.elektro-vozila.si/tehnologija/polnilne-postaje/stran-2,defacement
1630,linkedin.com/pub/bob-libman/a/14b/2a5,benign
1631,3phasepower.org/3phasedistribution.htm,benign
1632,thegodmovie.com/,benign
1633,easysinginglessons.com/,benign
1634,myspace.com/philcollins/music/songs/testify-29082394,benign
1635,belgiantop50.be/taxonomy/term/43?page=154,benign
1636,businesslook.co.uk/companies/seating/west-midlands/,benign
1637,http://aciai.com.br/index.php?option=com_content&view=article&id=27:novo-sistema-de-consulta-online-da-aciai&catid=9:frontpage&fontstyle=f-larger,defacement
1638,http://torcache.net/torrent/56C3BD7EEFF8952D82C14251DE621F334E7E3D45.torrent?title=[kickass.to]counter.strike.source.v2230303.full.autoupdate.multilanguage,benign
1639,infozine.com/news/stories/op/storiesView/sid/10872/,benign
1640,http://www.fredhopper.com/software-installation/index.html,defacement
1641,travelpod.com/travel-blog-city/France/Opio/tpod.html,benign
1642,informatik.uni-trier.de/~ley/db/indices/a-tree/w/Wu:Jianping.html,benign
1643,btscene.eu/details/1906319/A+Static+Lullaby+Faso+Latido.html,benign
1644,youtube.com/watch?v=z1gSHMJJBx0,benign
1645,demaingroup.com,phishing
1646,freepages.genealogy.rootsweb.ancestry.com/~sauve/SpouseIndex.htm,benign
1647,whb.co.uk/,benign
1648,quotationspage.com/quotes/Saul_Bellow/,benign
1649,http://www.turbovital.com/contact.htm,defacement
1650,youtube.com/watch?v=OlMKXHydx88,benign
1651,http://siaco.it/competenze/lean-qualita/48-bandocciaave.html,defacement
1652,en-gb.facebook.com/phesto79,benign
1653,hr.limamemorial.org/,benign
1654,dictionary.sensagent.com/MORA/en-en/,benign
1655,http://www.masterhouse.es/index.php?option=com_properties&view=properties&cid=1&tid=0&Itemid=8&limitstart=10,defacement
1656,facebook.com/pages/CBMF-FM/106596822709907,benign
1657,agralphakappa.com/,benign
1658,prgcommunications.com/experience/transportation/,benign
1659,youtube.com/watch?v=ldG3599MqG4,benign
1660,http://www.ex-forex.info/ourfriends/index.html?part=15,defacement
1661,bccmedhat.com/,benign
1662,apnavarsa.com,phishing
1663,nba.com/historical/playerfile/bio.html?player=eric_fernsten,benign
1664,http://3cf.ru/2015/07/20/stroitelstvo-energomosta-v-krym-oboidetsia-v-47-mlrd-ryb/,malware
1665,forums.chargers.com/archive/index.php/t-33318.html,benign
1666,apps.facebook.com/ilike/artist/AIDS+Wolf,benign
1667,youtube.com/watch?v=OO0456MVxuY,benign
1668,census-info.us/show/PISTILLI/,benign
1669,en-gb.facebook.com/roaneskin,benign
1670,http://indianexpress.com/article/india/india-others/this-one-was-big-but-the-big-one-is-yet-to-come-say-experts/,benign
1671,imdb.com/name/nm0621469/,benign
1672,blog.worldvitalrecords.com/2007/07/page/2/,benign
1673,http://naadbank.com/index.php?view=article&catid=1:latest-news&id=1:welcome-to-joomla&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=50,defacement
1674,canada-grand-prix.com/941-canada/,benign
1675,http://ap.org/Content/Press-Release/2012/AP-Charles-Dharapak-named-WHNPA-Photographer-of-the-Year,benign
1676,fyeahryanross.tumblr.com/,benign
1677,en.wikipedia.org/wiki/Gabrielle_Bertrand,benign
1678,groups.yahoo.com/group/hispanicgenealogy/messages/540,benign
1679,allmusic.com/artist/dru-down-p45143,benign
1680,goodcraft.net/product.asp,benign
1681,http://www.banane.cz/index.php?page=shop.cart&option=com_virtuemart&Itemid=3,defacement
1682,http://www.mueblesjoval.cl/index.php?option=com_simplelists&view=simplelist&layout=picture&category_id=10&Itemid=30,defacement
1683,britannica.com/EBchecked/topic/646020/Witbank,benign
1684,http://www.wxlottery.com/news/bwgrb.1,defacement
1685,http://www.schoolvoorontwikkeling.nl/wat-doen-we/trainingen?layout=default,defacement
1686,http://mic.com/articles/117566/the-how-to-spot-afeminist-twitter-trend-shows-how-little-conservatives-understand-feminism,benign
1687,eec-courier.com,phishing
1688,mylife.com/sylvainblouin,benign
1689,humane-society-idaho.com/illegal_invasion_of_private_property.html,benign
1690,grandhyattbahamar.org,phishing
1691,reverseshot.com/legacy/links.html,benign
1692,https://medium.com/@djpizzo/such-an-amazing-film-the-shots-of-kurt-as-an-innocent-little-kid-are-completely-heartbreaking-in-d6d5fbda23e8?source=latest,benign
1693,wn.com/AS_Montferrand,benign
1694,facebook.com/pages/the-Plasmarifle/6730724417?v=info,benign
1695,reunion.com/paulrouleau/,benign
1696,people.famouswhy.com/steve_alford/,benign
1697,http://mashable.com/category/small-business/2015/03/25/equity-crowdfunding-sec-vote,benign
1698,gaming.ugmmarketing.com/,benign
1699,myspace.com/missionelite,benign
1700,http://www.mgbernhardzell.ch/index.php/geschichte/57-vereinsorganisation,defacement
1701,friendseat.com/restaurants/Chicago/Lou-Mitchells,benign
1702,nakido.com/027F7594BEA9630EBEBFCD614517F85062C6F741,benign
1703,sportsillustrated.cnn.com/football/ncaa/teams/missouri-tigers/,benign
1704,matisslima.com,phishing
1705,firefly-path.net/?p=1812,benign
1706,shopuniversitymall.com/about/woodbury.htm,benign
1707,zoominfo.com/people/Dauphin_Claude_1101070491.aspx,benign
1708,http://tobogo.net/cdsb/board.php?board=humor&bm=view&no=1910&category=&auth=&page=1&search=&keyword=&recom=,benign
1709,artfact.com/artist/brewster-john-jr-5u6g2s9nte,benign
1710,villeneuves.com/archives/connections/mathurin3.html,benign
1711,kerneltrap.org/Linux/Volatile_Superstition,benign
1712,http://www.eexpress.com.vn/du-hoc/du-hoc-anh-quoc.html,defacement
1713,http://www.mnemonicmultimedia.com/billing/affiliates.php,defacement
1714,biomedexperts.com/Profile.bme/1699463/Philippe_FORT,benign
1715,icehockey.wikia.com/wiki/Gump_Worsley,benign
1716,schooldigger.com/go/PA/district/00048/search.aspx,benign
1717,thewartburgwatch.com/category/creationism/old-earth-creationism/hugh-ross/,benign
1718,music.msn.com/music/artist-biography/the-peechees/,benign
1719,epodunk.com/cgi-bin/genInfo.php?locIndex=22728,benign
1720,findcontractor.org/welding-state/IN-welding.htm,benign
1721,http://www.svssonline.com/ragamfashion.com/_DEMO_File/colorpicker/css/.press/dropbox/dropbox/dropbox/dropbox/dropbox/,phishing
1722,oaklandraiders.stores.yahoo.net/,benign
1723,myspace.com/shawnwilliam,benign
1724,mysqatendimentov3.uni5.net,phishing
1725,tevoconsultingblog.com/Johnstown-andrew-jos/,benign
1726,http://www.kingsmillshotel.com/restaurant/gift-vouchers,defacement
1727,wist.info/campbell-thomas/13808/,benign
1728,movieberry.com/mtv_video_music_awards/,benign
1729,http://www.kinnaree.co.uk/index.php?option=com_content&view=article&id=45&Itemid=30,defacement
1730,debbiewoodsyoga.com,phishing
1731,commons.wikimedia.org/wiki/Category:Soldier%27s_Medal_(United_States),benign
1732,unicornsndragons.com/,benign
1733,thepeoplehistory.com/1940s.html,benign
1734,baseball-almanac.com/players/player.php?p=montejo01,benign
1735,http://sehms-textilpflege.de/index.php?option=com_contact&task=vcard&contact_id=1&format=raw&tmpl=component,defacement
1736,http://www.chikara.be/index.php?option=com_content&view=article&id=59:onze-aanpak&catid=34:chikara&Itemid=28,defacement
1737,hickamairmansattic.com/eminem-reggie-bush-weight-lifting-routine/,benign
1738,theafghanschool.org/,benign
1739,http://9779.info/%E5%84%BF%E7%AB%A5%E5%BD%A9%E7%BA%BF%E8%B4%B4%E7%94%BB/,malware
1740,berlinpainting.com/,benign
1741,interment.net/data/us/nd/grandforks/calvary/calvary_c.htm,benign
1742,http://www.escueladeeconomiaynegocios.com/index.php?Itemid=60&option=com_zoo&view=category&category_id=4&page=2,defacement
1743,http://centrofierachiuduno.com/index.php?view=details&id=36:Elettron&option=com_eventlist&Itemid=2,defacement
1744,92ndma.org/325thBSHistory.html,benign
1745,youtube.com/watch?v=ZdUTmLhXErg,benign
1746,http://nguyentandung.org/cnn-chi-co-viet-nam-hanh-xu-dung-muc-va-hoa-binh-tren-bien-dong.html,benign
1747,http://www.sv-rotamint.de/index.php/termine/day.listevents/2013/01/29/-,defacement
1748,collectionscanada.gc.ca/caninfo/ep097.htm,benign
1749,myspace.com/sleddogs,benign
1750,http://annviviskennel.net/index.php?view=article&id=65:aktiviteter&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=84,defacement
1751,datavillage.com/facts/Silver.html,benign
1752,aboutus.org/JasmineRose.net,benign
1753,thehappinessprojectlondon.wordpress.com/2010/11/29/a-guide-to-argentine-food-and-attempting-to-recreate-it-london-style/,benign
1754,amazon.com/Limits-Control-Various-Artists/dp/B0021BSOTU,benign
1755,malerei-roli.at,phishing
1756,192.com/atoz/business/dunoon-pa23/libraries/argyll-bute-library-headquarters/713fe8219666d2446f6d62c97f0a431aaadd241e/ml/,benign
1757,roboticempirenews.blogspot.com/2011/01/new-releaseshirt-from-isis-repress-from.html,benign
1758,http://us.battle.net.d3.loginwowow.com/login/en/,phishing
1759,http://chinacxyy.com/newscodejs.asp?lm2=201&list=9&icon=0&tj=0&font=10.5&hot=0&new=0&line=24&lmname=0&open=1&n=34&more=0&t=0&week=0&zzly=0&hit=0&pls=0&dot=0&tcolor=CCCCCC,malware
1760,http://ptcanoas.com.br/pt-canoas/noticias/152-ato-de-filiacao-da-uld.html,defacement
1761,mixed-magazine.com/modelsearch/taylor-matheny/,benign
1762,http://xossip.com/forumdisplay.php?s=1a0185aef96dc82d1f523a00d7134802&f=29&sort=voteavg,benign
1763,http://www.coleyglesias.com/index.php?option=com_content&view=article&id=150:casal-destiu-2010&catid=32:estiesport&Itemid=59,defacement
1764,newdamianamiaiua.it,phishing
1765,manta.com/c/mm3c68c/william-weintraub-attorney,benign
1766,jamsara.com/product_info.php?cPath=2_22&products_id=295,benign
1767,facebook.com/himaen,benign
1768,kaiserpermanentedoctors.com/,benign
1769,census-online.us/view/LAROCQUE/,benign
1770,http://achievableventures.com/clients?font-size=smaller,defacement
1771,http://ap.org/Content/Press-Release/2013/AP-unveils-extensive-upgrade-of-ENPS-broadcast-software,benign
1772,http://samukylmala.com/netti/index.php?option=com_content&view=article&id=113:7-892012-rotax-challenge-kouvola&catid=1:latest-news&Itemid=50,defacement
1773,http://www.szovetseg.eu/feladatok.php?name=Private_Messages&file=index&mode=post&u=198,defacement
1774,artscenecal.com/Announcements/1207/SJHelfen1207.html,benign
1775,youtube.com/watch?v=QmAYOR5ODiA,benign
1776,edro.wordpress.com/collapsing-cities/,benign
1777,skatesonthebay.com/,benign
1778,youtube.com/watch?v=jYiWNLv-Bgg,benign
1779,fcnmbnig.com,phishing
1780,http://www.transports-rebours.com/index.php?option=com_user&view=reset,defacement
1781,lonelyplanet.com/mali/bamako,benign
1782,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E6%89%8B%E5%B7%A5%E7%B2%98%E8%B4%B4%E7%94%BB%E6%95%99%E6%A1%88/,malware
1783,en.wikipedia.org/wiki/John_Coughlin_(figure_skater),benign
1784,them.com.au/,benign
1785,godzilla.wikia.com/wiki/Godzilla_(1954_film),benign
1786,amazon.com/s?ie=UTF8&keywords=iceberg%20slim%20book&rh=i%3Aaps%2Ck%3Aiceberg%20slim%20book&page=1,benign
1787,lethbridgeags.theboss.net/l2.htm,benign
1788,recollectionbooks.com/siml/library/DonneSovversive.htm,benign
1789,infowars.com/british-royalty-dined-on-human-flesh/,benign
1790,combanktrust.com/?id=68,benign
1791,975kgkl.com/,benign
1792,mamamia07.xomba.com/colts_2010_schedule_indianapolis_colts_printable_201011_nfl_schedule,benign
1793,evri.com/person/etienne-boulay-0xb0dea,benign
1794,classicstoday.com/digest/pdigest.asp?perfidx=2316,benign
1795,http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify0.srv-woa1.co.uk/identify-customer=UPCreyG36Qn8Z7WQ2ofJ6M1HK9ol1muCOea3VBR3aNABrv1ucJrQE0gESUul0OghVNpvy64Cm75VlRGEKfx8rPqf2DyByqVk6KX,phishing
1796,a2z-singing-tips.com/,benign
1797,http://royalfarm-eg.com/index.php?option=com_k2&view=itemlist&task=user&id=62:administrator&Itemid=243,defacement
1798,totallykidz.in,phishing
1799,http://www.tellimus.ee/et/pood/category/198/indicators.html,defacement
1800,http://www.xj9599.com/app/member/cps.php?uid=f554ab9b50d41d8cd98fra3&pages=cp,malware
1801,http://javadoplant.nl/de/component/content/article/4-overige/349-wij-wensen-u.html,defacement
1802,thijs-steigerhout.nl,phishing
1803,arcadja.com/auctions/en/koek_koek_stephen/artist/372012/,benign
1804,facebook.com/pages/WMBS/112421282106994,benign
1805,listenonline24.com/listen/Wild_Country_965,benign
1806,http://www.knaresboroughkitchens.co.uk/index.php/sheraton,defacement
1807,groups.google.com/group/alt.conspiracy.jfk/browse_thread/thread/885ffad05b486021,benign
1808,examiner.com/family-entertainment-in-kansas-city/maria-roth,benign
1809,bleacherreport.com/articles/287595-maurice-mad-dog-vachon-at-the-hall-of-fame,benign
1810,tripadvisor.com/Hotel_Review-g616096-d2049310-Reviews-Chambre_d_hotes_l_Argonne-Cheverny_Loire_Valley_Centre.html,benign
1811,ancensored.com/celebrities/joanne-vannicola,benign
1812,http://www.parroquiaucacha.com.ar/index.php?option=com_content&view=article&id=131&Itemid=40,defacement
1813,amazon.com/s?ie=UTF8&keywords=Billie%20Joe%20Armstrong&rh=n%3A283155%2Ck%3ABillie%20Joe%20Armstrong&page=1,benign
1814,ebay.com/sch/i.html?_nkw=Steve+Hosey,benign
1815,alsgaypornstars.com/tlattimore.html,benign
1816,http://www.deliaclaudio.it/index.php?option=com_content&view=article&id=2:kontatto&catid=31:eseguiti&Itemid=103,defacement
1817,http://www.casescout.org/index.php?option=com_oziogallery2&view=05imagerotator&Itemid=14&tmpl=component,defacement
1818,findagrave.com/php/famous.php?page=gSearch&page=gSearch&globalSearchCriteria=ethel+bradley,benign
1819,the-borgias.c0sm.org/index.php?cast=francoisarnaud,benign
1820,billbrandt.com/,benign
1821,en.wikipedia.org/wiki/Raymond_Eudes,benign
1822,http://www.824555.com/app/member/SportOption.php?uid=guest&langx=gb,malware
1823,absoluteastronomy.com/topics/2005_National_League_Division_Series,benign
1824,http://qz.com/391797/china-is-building-a-great-wall-of-trees-to-fight-climate-change-and-the-encroaching-gobi-desert/,benign
1825,wikitravel.org/en/Universal_City,benign
1826,drizzarecomponentes.com.br,phishing
1827,geology.com/state-map/washington.shtml,benign
1828,myspace.com/randalmortonbanjo,benign
1829,http://www.plasmacamcnc.com/index.php?option=com_user&view=login&return=aHR0cDovL3d3dy5wbGFzbWFjYW1jbmMuY29tL2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTY3Jkl0ZW1pZD0zMA==,defacement
1830,rapidog.com/nikki-yanofsky-i-believe-rapidshare.html,benign
1831,stats.wikimedia.org/WA/TablesWikipediaSL.htm,benign
1832,http://distractify.com/post/related/id/5550e8214a0c4be24b84eae4/skip/30/limit/10/back/0,benign
1833,http://www.pubyun.com/wiki/lib/exe/css.php?t=dokuwiki&tseed=f1f16e8c6142fab8553f2b9cfe045961,malware
1834,wordiq.com/definition/Football_Association_of_Wales,benign
1835,shared.web.emory.edu/whsc/news/releases/2011/07/childrens-healthcare-of-atlanta-and-emory-receive-4m-gift--from-the-zeist-foundation.html,benign
1836,ilike.com/artist/Sampaguita,benign
1837,http://www.arbeitsloseninitiative-aurich.de/joomla/index.php?view=article&catid=58:presse&id=173:beratungs-und-prozesskostenhilfe&tmpl=component&print=1&layout=default&page=,defacement
1838,metacafe.com/watch/4198520/joe_goulds_secret_movie_trailer/,benign
1839,linkedin.com/pub/steve-alford/5/8b1/613,benign
1840,http://gazomer.com/component/user/register,defacement
1841,http://www.5858000.net/login/crmsys_hys/Login_New.aspx,defacement
1842,jfkairportguide.com/arrivals-departures.html,benign
1843,cduniverse.com/productinfo.asp?pid=7613770,benign
1844,http://thenextweb.com/google/2014/10/01/google-announces-10-price-cut-compute-engine-instances-google-drive-passed-240m-active-users/gtm.js,benign
1845,amazon.com/Bicycling-Blue-Ridge-Skyline-Parkway/dp/0897325613,benign
1846,http://mic.com/articles/115884/stoners-rejoice-mc-donald-s-is-making-your-all-day-breakfast-dreams-come-true,benign
1847,videosurf.com/video/xxx-porn-xxx-'starwars-pussy'-81105559,benign
1848,http://www.pclan.us/articles/46-accepting-resumes-for-national-sales-force.html,defacement
1849,youtube.com/watch?v=08UnhDQ4mEs,benign
1850,examiner.com/comic-book-movies-in-national/robert-downey-jr-jon-favreau-open-up-about-iron-man-3,benign
1851,http://enlinea.bbviacontinentallpe.com/iula/personal/,phishing
1852,videolala.com/actors/Ernest_Truex,benign
1853,mahalo.com/riley-keough/,benign
1854,http://www.cefme.bn.it/index.php?option=com_content&view=article&id=5&Itemid=21,defacement
1855,truefire.com/forum/archive/index.php/t-4257.html,benign
1856,spokeo.com/Geoffrey+Mann,benign
1857,nl.linkedin.com/pub/mariette-van-stralen/20/831/419,benign
1858,prohockeyfr.com/Junior/Memorial_Cup.htm,benign
1859,stanford.edu/group/auden/cgi-bin/auden/individual.php?pid=I11550&ged=auden-bicknell.ged,benign
1860,local.yahoo.com/info-11206060-mosholu-montefiore-community-center-bronx,benign
1861,prnewswire.com/news-releases/rbc-capital-markets-names-european-ceo-and-coo-127719283.html,benign
1862,http://www.mariettachurchofgod.com/get-connected/children/girls-club.html,defacement
1863,last.fm/music/Trans-X,benign
1864,http://galiciainterior.com/component/misterestate/index.html?act=object&task=showEO&id=208&lang=,defacement
1865,havenmaine.wikia.com/wiki/Audrey_Parker,benign
1866,http://www.dtcbv.nl/component/virtuemart/index.html?page=shop.product_details&category_id=96&flypage=flypage.tpl&product_id=197,defacement
1867,mapquest.com/maps?address=501+Conant+St&city=Maumee&state=OH&zipcode=43537,benign
1868,charm.net/~edrtjd/kids/alcott.htm,benign
1869,jwaad.com/fantasia.htm,benign
1870,veromi.com/Steve-Busby.aspx,benign
1871,sunusa.in,malware
1872,bishopclark.org/index.php?link=bishop,benign
1873,facebook.com/people/Caroline-Ouellette/508085920,benign
1874,aljazeera.com/sport/football/2011/09/201193016111947823.html,benign
1875,http://www.metalsul.ind.br/site/index.php?option=com_contact&view=contact&id=59:celso&catid=40:contatosse,defacement
1876,heartofamericahs.org/success/success.php,benign
1877,http://www.javadoplant.com/it.html,defacement
1878,linkedin.com/pub/ronald-palmer/b/24a/a60,benign
1879,iplocationscript.com/,benign
1880,http://www.farmaciaspengler.com.br/index.php?option=com_form_contato,defacement
1881,pipl.com/directory/people/Kentucky/Fried%2520Theatre,benign
1882,techmaxi.com/full-meaning-of-rms-6117/,benign
1883,en.wikipedia.org/wiki/1953_NCAA_Men%27s_Division_I_Basketball_Tournament,benign
1884,legacy.com/obituaries/timesdispatch/obituary.aspx?n=oliver-petrini&pid=141673347,benign
1885,http://motthegioi.vn/thu-choi/se-co-10-chiec-du-thuyen-5-sao-tren-vinh-nha-trang-trong-2015-185162.html,benign
1886,pipl.com/directory/name/Sarbib,benign
1887,http://www.e-solare.ro/index.html?vsig58_0=11,defacement
1888,amazon.com/Neuroscience-Mathematical-Primer-Alwyn-Scott/dp/0387954023,benign
1889,usa-people-search.com/Find-Scott-Archibald.aspx,benign
1890,http://www.zruby.sk/index.php/kontakt-mainmenu-79/praca-v-naom-time-mainmenu-91,defacement
1891,actramontreal.ca/,benign
1892,http://www.xmadwater.com.cn/js/?app=com-d3&us.battle.net/login/en/?ref=us.battle.net/d3/en/index,phishing
1893,pbs.org/wnet/religionandethics/episodes/june-12-2009/american-jews-and-israel/3248/,benign
1894,articles.nydailynews.com/2011-06-03/gossip/29631800_1_olivia-wilde-tao-ruspoli-bradley-cooper,benign
1895,rentals.com/Ohio/Columbus/,benign
1896,travbae.com,phishing
1897,mediafire.com/?jtvir87n69ud3dx,benign
1898,monroetrojanhockey.com/ccm-ice/,benign
1899,ca.linkedin.com/pub/catherine-dorion/13/955/10,benign
1900,nndb.com/people/422/000079185/,benign
1901,paypal.com.myaccount.validation.jossy.psess5659835478.blesuites.com,phishing
1902,smartlanka.net/ACT/,benign
1903,http://www.casuarinamedia.com.au/index.php?option=com_content&view=article&id=5:school-for-student-leadership&catid=25:documentaries&Itemid=2,defacement
1904,marketwire.com/press-release/Logibec-Groupe-Informatique-Ltd-Growth-Recurring-Revenue-Canada-United-States-TSX-LGI-1258598.htm,benign
1905,gptours.com/German-Grand-Prix,benign
1906,en.goldenmap.com/University_of_Pretoria,benign
1907,http://www.leminar.net/index.php?option=com_content&view=article&id=146&Itemid=232,defacement
1908,bitsnoop.com/cbft-e4-repertoire-sam-collins-q7135783.html,benign
1909,lnmlicensing.com/,benign
1910,maggiesartwork.webspace.virginmedia.com/,benign
1911,ca.local.yahoo.com/results?stx=hydro%20quebec&csz=Montr%C3%A9al%2C%20QC,benign
1912,http://www.aktivregion-ostseekueste.de/verein/arbeitskreise-und-projektgruppen.html,defacement
1913,bridgetmcdonnellgallery.com.au/dargie-william/,benign
1914,allposters.com/-st/Connie-Begg-Posters_c36773_.htm,benign
1915,michiganvotes.org/Legislator.aspx?ID=27278,benign
1916,mbbnet.umn.edu/hoff/perrizo/index.html,benign
1917,orangeparent.org/,benign
1918,mcgill.ca/mcrtw/awards/undergrads/,benign
1919,aspecialthing.com/,benign
1920,http://www.ekino-neureut.de/index.php?option=com_phocagallery&view=detail&catid=32:kindergottesdienst-engel-2&id=1922:1001772&tmpl=component&Itemid=49,defacement
1921,en.wikipedia.org/wiki/Olivier_Lontchi,benign
1922,ez-tracks.com/showArtists-OrigArtist-Miley%20Cyrus.html,benign
1923,ripoffreport.com/Search/Company/Pivotal-Payments.aspx,benign
1924,http://www.jin0044.com/app/member/main.php?uid=guest&langx=zh-cn&page_site=ball,malware
1925,ca.linkedin.com/pub/david-wilkins/6/671/14B,benign
1926,http://prepechal.net/index.php?option=com_mailto&tmpl=component&link=afcfd3bfde4bf3596492f74a5c3bfe236d2f4ac6,defacement
1927,http://bdnews24.com/bangladesh/2015/05/12/three-awami-league-backed-councillor-aspirants-declared-winners-after-re-polls,benign
1928,imdb.com/title/tt0084787/,benign
1929,http://www.bruynzeelmultipanel.be/index.php?option=com_content&view=article&id=7&Itemid=8,defacement
1930,benlongfrescotrail.org/,benign
1931,hydroquebec.com/learning/histoire/pop_godbout.html,benign
1932,http://www.masnutricion.cl/nutri/index.php?option=com_content&view=category&layout=blog&id=3&Itemid=4,defacement
1933,homepages.rootsweb.ancestry.com/~walsh/nesta.html,benign
1934,brainyquote.com/quotes/authors/b/bruno_walter.html,benign
1935,http://itport.com.ua/igri/index.html,defacement
1936,iknow-cornwall.co.uk/attractions/70269-dairyland_farm_world-summercourt.htm,benign
1937,lyrics.com/dirt-lyrics-alice-in-chains.html,benign
1938,nuvospa.com/,benign
1939,http://www.atvmir.ru/atv/stels?page=shop.product_details&flypage=flypage_new.tpl&product_id=24&category_id=1,defacement
1940,http://www.kertemindecityforening.dk/medlemslogin/reset.html,defacement
1941,http://www.natuurfotovanderhart.nl/foto-van-de-maand.html,defacement
1942,waatp.nl/people/dimitri-taes/,benign
1943,benbabylonnumber1.blogspot.com/,benign
1944,stateparks.com/jefferson_lake.html,benign
1945,http://www.doctorbarbato.com/galeria-de-fotos/galeria-de-fotos-cirugia-de-orejas.html,defacement
1946,myspace.com/phyllis_diller,benign
1947,booking.com/hotel/jp/sheraton-miyako-tokyo.en.html,benign
1948,indianamat.com/messageboard/index.php?action=printpage;topic=11351.0,benign
1949,http://9779.info/%E5%B8%83%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87%E5%A4%A7%E5%85%A8%E7%AE%80%E5%8D%95/,malware
1950,jasonballmusic.com/,benign
1951,fantasyknuckleheads.com/2011-fantasy-baseball-oakland-athletics-team-analysis/,benign
1952,legacy.com/obituaries/mansfieldnewsjournal/obituary.aspx?n=kenneth-fraser&pid=153363545,benign
1953,imdb.com/company/co0105063/,benign
1954,http://torcache.net/torrent/73353BF5B239B2FD1401BF51654209709C15F222.torrent?title=[kickass.to]billboard.hot.100.singles.chart.11.april.2015.itake.glodls,benign
1955,46eqez.blogspot.com/2011/05/charlene-tilton-now.html,benign
1956,http://rocketnews24.com/tag/%e3%83%8f%e3%83%aa%e3%83%bc%e3%83%bb%e3%83%9d%e3%83%83%e3%82%bf%e3%83%bc/,benign
1957,http://www.lagunasdelcatedral.com/lagunas/index.php?option=com_phocagallery&view=category&id=1&Itemid=3&limitstart=40,defacement
1958,datpiff.com/CHRIS-BROWN-Rnb-Select-Vol-1-mixtape.262129.html,benign
1959,http://www.yzsyedu.com/detail.aspx?typeid=28,defacement
